Year,Player,Avg,Ret,Yds,KRet TD,20,40,Lng,FC,FUM
2003,Josh Scobey,23.1,73,1684,1,42,4,100,0,0
2003,Dante Hall,25.9,57,1478,2,34,9,100,0,1
2003,J.J. Moses,23.4,58,1355,0,38,4,70,0,0
2003,Allen Rossum,20.8,62,1291,0,39,2,52,0,2
2003,Jerry Azumah,29,41,1191,2,29,6,89,0,1
2003,Arlen Harris,23,51,1175,0,36,3,42,0,0
2003,Leon Johnson,23,50,1151,0,33,2,60,0,0
2003,Brandon Bennett,21.6,53,1146,0,29,1,46,0,1
2003,Brian Mitchell,20.3,55,1117,0,34,0,29,0,2
2003,Michael L. Lewis,23.7,45,1068,0,30,2,53,0,0
2003,Antonio Brown,21.8,48,1046,0,31,2,75,0,0
2003,Chad Morton,23.4,44,1029,1,29,2,94,0,0
2003,Reggie Swinton,23.9,43,1029,1,24,3,96,0,2
2003,Maurice Morris,21.4,47,1007,0,27,1,56,0,1
2003,Rod Smart,23.1,41,947,1,24,3,100,0,2
2003,Bethel Johnson,28.2,30,847,1,20,5,92,1,0
2003,Cedrick Wilson,22.6,37,836,1,20,1,95,0,0
2003,David Allen,20.3,41,831,0,23,1,61,0,1
2003,Ike Taylor,22.5,37,831,0,19,3,53,0,1
2003,James Thrash,24,34,815,0,21,3,54,0,0
2003,Antonio Chatman,22.3,36,804,0,24,1,46,0,0
2003,Andre Davis,21.1,38,803,0,17,1,69,0,1
2003,Travis Minor,21.4,34,727,0,19,1,49,0,0
2003,Lamont Brightful,24.7,29,716,0,14,4,75,0,0
2003,Chris Cole,23.8,30,714,0,21,0,34,0,1
2003,Jake Schifino,20.1,35,703,0,19,0,39,0,0
2003,Michael Bates,26.4,26,686,0,20,3,48,0,0
2003,Doug Gabriel,22.3,29,646,1,14,2,85,0,0
2003,Onterrio Smith,21.8,27,588,0,15,2,46,0,0
2003,Ronney Jenkins,22.1,25,553,0,16,0,33,0,0
2003,Brad Pyatt,28.6,19,544,0,15,2,90,0,0
2003,Aaron Stecker,20.8,25,520,0,15,1,44,0,1
2003,Jonathan Carter,28.7,18,517,1,14,2,90,0,0
2003,Najeh Davenport,31.6,16,505,0,13,4,60,0,0
2003,Zuriel Smith,21.5,23,495,0,12,1,54,0,0
2003,Tim Dwight,22.2,22,488,0,13,0,32,0,1
2003,Brian Westbrook,21.2,23,487,0,14,1,47,0,0
2003,Eddie Drummond,22.3,21,469,0,11,0,38,0,0
2003,Antwaan Randle El,19.4,24,466,0,12,0,34,0,1
2003,Chester Taylor,19.5,23,448,0,12,0,29,0,2
2003,Derek Ross,24.1,18,434,0,13,0,37,0,2
2003,Dominic Rhodes,25.7,16,411,0,11,2,49,0,0
2003,Ahmad Merritt,20.2,20,405,0,8,0,35,0,1
2003,Charlie Rogers,20.2,19,383,0,10,0,33,0,0
2003,John Avery,21.6,16,346,0,8,1,48,0,1
2003,Terrence Wilkins,23.2,14,325,0,10,1,42,0,0
2003,Lee Suggs,22.7,14,318,0,12,1,42,0,0
2003,Justin Fargas,19.7,16,315,0,7,0,32,0,0
2003,Pat Johnson,23.8,13,310,0,9,1,50,1,1
2003,Delvin Joyce,20.6,15,309,0,6,0,36,0,0
2003,Steve Smith,28.1,11,309,0,9,1,42,0,0
2003,Reuben Droughns,24.4,12,293,0,9,0,36,0,0
2003,LaBrandon Toefield,19.4,14,272,0,7,0,35,0,0
2003,Keenan Howry,22.6,12,271,0,5,1,42,0,0
2003,Thomas Jones,15.9,17,271,0,3,0,25,0,0
2003,Justin McCareins,19.7,13,256,0,7,0,25,0,0
2003,Patrick Pass,23.1,11,254,0,9,0,36,0,0
2003,Reggie Barlow,22.1,10,221,0,7,0,32,0,0
2003,LaMont Jordan,19,11,209,0,6,0,25,0,0
2003,Kevin Faulk,20.7,10,207,0,7,0,30,0,0
2003,Jimmy Williams,18.8,11,207,0,6,1,41,0,0
2003,Kerry Carter,23.1,8,185,0,5,0,33,0,0
2003,Andre King,19.1,9,172,0,3,0,30,0,0
2003,Donte' Stallworth,21.4,8,171,0,5,0,28,0,2
2003,Terrence McGee,20,8,160,0,4,0,26,0,0
2003,Robert Ferguson,21.1,7,148,0,4,0,31,0,0
2003,Sammy Morris,24.3,6,146,0,4,1,52,0,0
2003,Tony Hollings,17.8,8,142,0,4,0,30,0,0
2003,Mike Furrey,20,7,140,0,4,0,27,0,0
2003,Fred McAfee,15.6,9,140,0,2,0,23,0,1
2003,Adrian Madise,27.4,5,137,0,2,1,83,0,1
2003,Woody Dantzler,19.4,7,136,0,4,0,29,0,0
2003,Kevin Kasper,27.2,5,136,0,5,0,37,0,0
2003,Keyuo Craver,25.6,5,128,0,3,1,52,0,0
2003,Deltha O'Neal,16,8,128,0,3,0,24,0,0
2003,Terrell Roberts,18.3,7,128,0,3,0,23,0,0
2003,Troy Walters,21,6,126,0,4,0,34,0,0
2003,Arland Bruce,20.8,6,125,0,3,0,29,0,0
2003,Avon Cobourne,17.6,7,123,0,2,0,22,0,0
2003,Travis Jervey,16.9,7,118,0,4,0,25,0,1
2003,Kenny Watson,16.1,7,113,0,3,0,27,0,1
2003,Jermaine Lewis,18.5,6,111,0,4,0,26,0,0
2003,Joffrey Reynolds,18.2,6,109,0,3,0,25,0,0
2003,Derrick Mason,21.2,5,106,0,3,0,34,0,0
2003,Kelly Campbell,20.2,5,101,0,2,0,23,0,0
2003,Sean Morey,13.3,7,93,0,3,0,24,0,1
2003,Arnaz Battle,17.6,5,88,0,2,0,21,0,0
2003,Aveion Cason,16.2,5,81,0,0,0,19,0,1
2003,Lee Mays,19.8,4,79,0,3,0,27,0,0
2003,Ray Jackson,25.7,3,77,0,3,0,31,0,0
2003,Eddie Berlin,18.2,4,73,0,2,0,25,0,2
2003,Moran Norris,14.2,5,71,0,0,0,19,0,0
2003,James Jackson,68,1,68,0,2,0,39,0,0
2003,Quincy Morgan,33.5,2,67,0,2,1,47,0,0
2003,Ricky Williams,16.8,4,67,0,2,0,23,0,0
2003,Sam Simmons,21.3,3,64,0,1,0,34,0,0
2003,Rabih Abdullah,12.4,5,62,0,0,0,17,0,0
2003,Domanick Williams,20.3,3,61,0,1,0,28,0,0
2003,Mack Strong,20,3,60,0,2,0,27,0,0
2003,Randal Williams,30,2,60,1,2,0,37,0,0
2003,Ladell Betts,19.7,3,59,0,1,0,26,0,0
2003,Nick Maddox,19.3,3,58,0,1,0,26,0,1
2003,Joe Tafoya,13.8,4,55,0,0,0,19,0,0
2003,Doug Chapman,12.8,4,51,0,1,0,20,0,0
2003,Albert Johnson,25,2,50,0,2,0,29,0,0
2003,Andrew Pinnock,25,2,50,0,1,1,41,0,0
2003,Kevin Swayne,16,3,48,0,2,0,23,0,0
2003,Alvis Whitted,12,4,48,0,0,0,18,0,0
2003,Drayton Florence,11.8,4,47,0,1,0,24,0,0
2003,Darrick Vaughn,15.7,3,47,0,1,0,22,0,0
2003,Marc Boerigter,44,1,44,0,1,1,44,0,0
2003,Marc Edwards,22,2,44,0,2,0,24,0,0
2003,Mike Cloud,19,2,38,0,0,0,19,0,0
2003,Joey Galloway,19,2,38,0,1,0,22,0,0
2003,Robert Holcombe,9.5,4,38,0,1,0,20,0,0
2003,Erron Kinney,12.3,3,37,0,0,0,17,0,0
2003,Sean Moran,17.5,2,35,0,0,0,19,0,0
2003,Ricky Proehl,17,2,34,0,0,0,19,0,0
2003,Kenny Clark,16.5,2,33,0,1,0,21,0,0
2003,DeJuan Groce,33,1,33,0,1,0,25,0,0
2003,William Henderson,11,3,33,0,0,0,15,0,0
2003,Carl Powell,16.5,2,33,0,1,0,20,0,0
2003,Derrick Blaylock,32,1,32,0,1,0,32,0,0
2003,Brandon Lloyd,16,2,32,0,1,0,21,0,0
2003,Damien Anderson,15.5,2,31,0,0,0,16,0,0
2003,Jesse Chatman,15.5,2,31,0,1,0,23,0,0
2003,David Givens,15.5,2,31,0,1,0,20,0,0
2003,Dan Kreider,9.7,3,29,0,0,0,15,0,0
2003,James McKnight,0,0,28,0,1,0,28,0,0
2003,B.J. Askew,27,1,27,0,1,0,27,0,0
2003,Brian Kozlowski,9,3,27,0,0,0,12,0,1
2003,Spencer Nead,13.5,2,27,0,1,0,20,0,1
2003,Rock Cartwright,13,2,26,0,0,0,13,0,0
2003,Nick Greisen,13,2,26,0,0,0,13,0,0
2003,Phillip Buchanon,12.5,2,25,0,0,0,17,0,0
2003,John Gilmore,8.3,3,25,0,0,0,11,0,0
2003,Erik Bickerstaff,12,2,24,0,0,0,15,0,0
2003,Mike Seidman,12,2,24,0,0,0,17,0,0
2003,Jonathan Wells,12,2,24,0,0,0,14,0,0
2003,Rudi Johnson,11.5,2,23,0,0,0,15,0,0
2003,Cory Schlesinger,23,1,23,0,1,0,23,0,0
2003,Zeron Flemister,11,2,22,0,0,0,11,0,0
2003,Randy Moss,22,1,22,0,1,0,22,0,0
2003,Mike Vrabel,11,2,22,0,0,0,14,0,0
2003,Jimmy Redmond,21,1,21,0,1,0,21,0,0
2003,John Simon,21,1,21,0,1,0,21,0,0
2003,Adalius Thomas,21,1,21,0,1,0,21,0,0
2003,Nicolas Luchey,10.5,2,21,0,0,0,12,0,0
2003,Troy Edwards,20,1,20,0,1,0,20,0,0
2003,Dan Klecko,10,2,20,0,0,0,10,0,0
2003,Dedric Ward,20,1,20,0,1,0,20,0,0
2003,Jim Finn,19,1,19,0,0,0,19,0,0
2003,Bobby Engram,18,1,18,0,0,0,18,0,0
2003,Joe Burns,17,1,17,0,0,0,17,0,0
2003,Frank Garcia,17,1,17,0,0,0,17,0,0
2003,Ryan Hannam,17,1,17,0,0,0,17,0,0
2003,Musa Smith,8.5,2,17,0,0,0,15,0,0
2003,Jeremi Johnson,16,1,16,0,0,0,16,0,0
2003,Jeb Putzier,16,1,16,0,0,0,16,0,0
2003,Kemp Rasmussen,16,1,16,0,0,0,16,0,0
2003,Bryan Johnson,15,1,15,0,0,0,15,0,0
2003,Detron Smith,15,1,15,0,0,0,15,0,0
2003,Karl Williams,15,1,15,0,0,0,15,0,0
2003,Mike Anderson,7,2,14,0,0,0,14,0,0
2003,Heath Evans,14,1,14,0,0,0,14,0,0
2003,Anton Palepoi,14,1,14,0,0,0,14,0,0
2003,Justin Peelle,14,1,14,0,0,0,14,0,0
2003,Leonardo Carson,13,1,13,0,0,0,13,0,0
2003,James Hodgins,13,1,13,0,0,0,13,0,0
2003,Tony Stewart,13,1,13,0,0,0,13,0,0
2003,Al Wallace,13,1,13,0,0,0,13,0,1
2003,Darrius Johnson,12,1,12,0,0,0,12,0,0
2003,Marcellus Rivers,12,1,12,0,0,0,12,0,0
2003,LaShaun Ward,11,1,11,0,0,0,11,0,1
2003,Floyd Womack,11,1,11,0,0,0,11,0,0
2003,Kyle Brady,10,1,10,0,0,0,10,0,1
2003,Jerry Wunsch,10,1,10,0,0,0,10,0,0
2003,Tedy Bruschi,9,1,9,0,0,0,9,0,0
2003,Tim Carter,9,1,9,0,0,0,9,0,0
2003,Shad Meier,9,1,9,0,0,0,9,0,0
2003,Marcus Pollard,9,1,9,0,0,0,9,0,0
2003,Walter Rasby,4.5,2,9,0,0,0,6,0,0
2003,O.J. Santiago,9,1,9,0,0,0,9,0,0
2003,DeQuincy Scott,9,1,9,0,0,0,9,0,0
2003,James Allen,8,1,8,0,0,0,8,0,0
2003,J.P. Machado,8,1,8,0,0,0,8,0,0
2003,Cory Withrow,8,1,8,0,0,0,8,0,0
2003,Todd Yoder,8,1,8,0,0,0,8,0,0
2003,Sean Berton,7,1,7,0,0,0,7,0,0
2003,Rashean Mathis,7,1,7,0,0,0,7,0,0
2003,James Mungro,3.5,2,7,0,0,0,5,0,0
2003,Barry Stokes,7,1,7,0,0,0,7,0,0
2003,Dewayne White,7,1,7,0,0,0,7,0,0
2003,Brian Allen,6,1,6,0,0,0,6,0,0
2003,Chris Baker,3,2,6,0,0,0,4,1,0
2003,Chad Mustard,6,1,6,0,0,0,6,0,0
2003,Eric Ogbogu,5,1,5,0,0,0,5,0,0
2003,Cory Redding,5,1,5,0,0,0,5,0,0
2003,Brock Gutierrez,4,1,4,0,0,0,4,0,0
2003,John St. Clair,3,1,3,0,0,0,3,0,0
2003,Muhsin Muhammad,2,1,2,0,0,0,2,0,0
2003,Glen Steele,2,1,2,0,0,0,2,0,0
2003,Jamel White,1,2,2,0,0,0,2,0,0
2003,Joey Goodspeed,1,1,1,0,0,0,1,0,0
2003,Lorenzo Neal,1,1,1,0,0,0,1,0,0
2003,Nick Rogers,1,1,1,0,0,0,1,0,0
2003,Alex Bannister,0,0,0,0,0,0,0,0,0
2003,Darian Barnes,0,0,0,0,0,0,0,1,0
2003,Rich Coady,0,1,0,0,0,0,0,0,1
2003,Mario Fatafehi,0,1,0,0,0,0,0,0,0
2003,E.J. Henderson,0,1,0,0,0,0,0,0,0
2003,Brad Hoover,0,1,0,0,0,0,0,0,1
2003,Donald Lee,0,1,0,0,0,0,0,0,0
2003,Terrance Martin,0,1,0,0,0,0,0,0,0
2003,Raymond Walls,0,1,0,0,0,0,0,0,0
2003,Jermaine Wiggins,0,0,0,0,0,0,0,1,0
2003,Jimmy Wilkerson,0,1,0,0,0,0,0,0,0
2003,Melvin Williams,0,2,0,0,0,0,0,0,2
2003,Freddie Mitchell,-8,1,-8,0,0,0,-8,0,0
2004,Dante Hall,25.3,68,1718,2,40,6,97,0,1
2004,Wes Welker,23.2,61,1415,1,43,1,95,0,1
2004,Terrence McGee,26.4,52,1370,3,30,5,104,0,2
2004,J.J. Moses,22.1,59,1303,0,34,2,49,0,0
2004,B.J. Sams,21.2,59,1251,0,30,4,64,0,1
2004,Allen Rossum,21.6,58,1250,0,36,1,49,0,0
2004,Tim Dwight,24.4,50,1222,1,38,2,87,0,0
2004,Michael L. Lewis,23.8,51,1215,1,29,3,96,0,1
2004,Dominic Rhodes,24.8,48,1188,1,32,2,88,0,1
2004,Doug Gabriel,21.5,53,1140,0,30,4,64,0,2
2004,Eddie Drummond,26.6,41,1092,2,23,5,99,0,0
2004,Richard Alston,22.1,46,1016,1,25,3,93,0,2
2004,Bethel Johnson,24.8,41,1016,1,27,3,93,0,1
2004,Maurice Morris,21.2,47,994,0,28,0,34,0,0
2004,Willie Ponder,26.9,36,967,1,27,1,91,0,1
2004,ReShard Lee,23.5,41,964,0,25,3,62,0,0
2004,Arlen Harris,20.2,47,951,0,30,0,29,0,0
2004,Jerry Azumah,22,42,924,0,21,3,73,0,1
2004,Cliff Russell,22.4,39,872,0,27,1,40,0,2
2004,Torrie Cox,26.2,33,866,0,24,5,59,0,0
2004,Jason McAddley,22.3,38,849,0,26,1,45,0,1
2004,J.R. Reed,23.1,33,761,0,18,3,66,0,0
2004,Kelly Campbell,21.7,35,760,0,19,2,55,0,0
2004,Jamal Robertson,23.9,31,740,0,20,1,49,0,1
2004,Josh Scobey,22.6,32,723,0,18,1,71,0,1
2004,Maurice Hicks,20.1,31,623,0,18,0,35,0,0
2004,Ricardo Colclough,21.8,26,566,0,14,1,48,0,3
2004,Antonio Chatman,22.6,25,565,0,14,2,59,0,1
2004,Jamall Broussard,23.1,24,555,0,12,2,49,0,1
2004,Ladell Betts,23,23,528,0,15,1,70,0,0
2004,Antwaan Randle El,25.1,21,527,0,16,1,41,0,0
2004,Robert Ferguson,25,21,526,0,11,2,71,0,1
2004,Aaron Stecker,26.1,18,469,1,10,2,98,0,0
2004,Kerry Carter,21.3,21,448,0,13,0,36,0,0
2004,Derrick Ward,27.2,16,436,1,12,2,92,0,1
2004,Reggie Swinton,22.8,18,410,0,13,1,43,0,0
2004,Roc Alexander,20.3,19,386,0,11,0,32,0,0
2004,Jermaine Lewis,18.4,21,386,0,7,0,26,0,0
2004,Mewelde Moore,19.3,20,386,0,12,0,33,0,0
2004,Bernard Berrian,22.6,17,385,0,11,1,41,0,0
2004,Jonathan Carter,22,17,374,0,12,1,40,0,2
2004,Jerricho Cotchery,27.8,13,362,1,9,1,94,0,0
2004,Chad Morton,22.4,16,358,0,8,1,49,0,0
2004,Reuben Droughns,24.6,14,344,0,9,1,48,0,0
2004,Michael Waddell,20.1,17,342,0,11,0,33,0,0
2004,Roderick Hood,22.4,15,336,0,10,1,45,0,1
2004,Troy Edwards,22.3,15,335,0,9,1,45,0,0
2004,Troy Fleming,17.6,18,316,0,8,0,30,0,0
2004,Larry Croom,19.6,16,314,0,7,0,35,0,2
2004,Aveion Cason,22.1,14,310,0,9,0,31,0,0
2004,Terrance Copper,19.2,16,307,0,7,0,39,0,0
2004,Triandos Luke,20.4,15,306,0,8,0,32,0,1
2004,Najeh Davenport,20.4,14,286,0,8,0,27,0,1
2004,LaMont Jordan,20.3,14,284,0,6,1,40,0,1
2004,Carlos Francis,18.5,14,259,0,6,0,33,0,1
2004,Arnaz Battle,19.8,13,257,0,5,1,40,0,0
2004,Dee Brown,18.7,13,243,0,5,0,30,0,0
2004,Kenny Watson,18.5,13,240,0,6,0,32,0,0
2004,Brad Pyatt,23,10,230,0,7,0,32,0,0
2004,T.J. Houshmandzadeh,22.7,10,227,0,6,0,32,0,0
2004,David Allen,19.1,11,210,0,6,0,25,0,0
2004,Frank Murphy,26,8,208,0,7,1,54,0,0
2004,Jacques Reeves,15.3,13,199,0,5,0,27,0,0
2004,Cedrick Wilson,19.6,10,196,0,5,0,36,0,0
2004,James Thrash,20.7,9,186,0,4,0,36,0,0
2004,Ike Taylor,16.7,11,184,0,3,0,22,0,1
2004,Brandon Bennett,22.1,8,177,0,4,1,43,0,0
2004,Mike Cloud,21.9,8,175,0,4,0,38,0,0
2004,Rod Smart,21.1,8,169,0,5,0,33,0,1
2004,Ian Smart,20.9,8,167,0,5,0,27,0,0
2004,Mike Furrey,19.6,8,157,0,5,0,23,0,0
2004,Onterrio Smith,17.2,9,155,0,4,0,24,0,0
2004,J.R. Redmond,19.1,8,153,0,1,0,31,0,0
2004,Fred McAfee,17.1,8,137,0,3,0,26,0,0
2004,Bryant Johnson,22.5,6,135,0,2,1,47,0,0
2004,Lamont Brightful,25.2,5,126,0,4,0,32,0,0
2004,Patrick Pass,19.2,6,115,0,2,0,24,0,0
2004,Bryan Gilmore,22.8,5,114,0,2,1,53,0,1
2004,Daryl Jones,18.7,6,112,0,4,0,23,0,0
2004,James Mungro,15.9,7,111,0,3,0,24,0,0
2004,Jamel White,24.8,4,99,0,2,1,44,0,0
2004,Andre King,19,5,95,0,3,0,24,0,0
2004,Greg Jones,18,5,90,0,2,0,23,0,0
2004,Jesse Chatman,22.2,4,89,0,2,0,35,0,0
2004,London Fletcher,21.5,4,86,0,4,0,23,0,0
2004,Steven Jackson,19.8,4,79,0,2,0,23,0,0
2004,Kevin Faulk,18.2,4,73,0,2,0,24,0,0
2004,Dwight Anderson,17.8,4,71,0,2,0,25,0,0
2004,Frisman Jackson,17.5,4,70,0,1,0,22,0,1
2004,Antonio Brown,66,1,66,0,1,1,66,0,0
2004,Jason McKie,21.7,3,65,0,2,0,25,0,1
2004,Ricky Proehl,21.3,3,64,0,2,0,27,0,0
2004,Ronald Curry,15.8,4,63,0,1,0,25,0,0
2004,Kevin Kasper,20.3,3,61,0,2,0,21,0,0
2004,Andrae Thurman,19.7,3,59,0,1,0,28,0,0
2004,Jimmy Williams,19.3,3,58,0,2,0,23,0,0
2004,Jimmy Wyrick,58,1,58,0,1,1,58,0,0
2004,Adrian Peterson,19,3,57,0,1,0,22,0,0
2004,Mike Sellers,14,4,56,0,0,0,17,0,0
2004,Earnest Graham,17.3,3,52,0,0,0,18,0,0
2004,Quentin Griffin,13,4,52,0,1,0,21,0,0
2004,Nate Burleson,25.5,2,51,0,2,0,29,0,0
2004,Heath Evans,17,3,51,0,1,0,21,0,0
2004,Obafemi Ayanbadejo,16.7,3,50,0,1,0,21,0,0
2004,DeAngelo Hall,48,1,48,0,1,1,48,0,0
2004,R.W. McQuarters,23,2,46,0,1,0,37,0,0
2004,Matt Cushing,15,3,45,0,1,0,20,0,0
2004,Keenan Howry,22.5,2,45,0,2,0,24,0,0
2004,Chris Horn,11,4,44,0,0,0,17,0,0
2004,Reno Mahe,14.7,3,44,0,1,0,22,0,0
2004,Nate Jones,21.5,2,43,0,1,0,25,0,0
2004,Bruce Thornton,21.5,2,43,0,1,0,24,0,0
2004,LaBrandon Toefield,14.3,3,43,0,0,0,19,0,0
2004,Eric Edwards,13.3,3,40,0,0,0,14,0,0
2004,Eugene Baker,19.5,2,39,0,1,0,23,0,0
2004,James Jackson,19.5,2,39,0,1,0,23,0,1
2004,Mark Jones,18.5,2,37,0,1,0,20,0,0
2004,Eddie Kennison,36,1,36,0,1,0,36,0,0
2004,Alvis Whitted,36,1,36,0,1,0,36,0,0
2004,Robb Butler,17.5,2,35,0,1,0,24,0,0
2004,Cecil Sapp,34,1,34,0,1,0,34,0,0
2004,Derek Ross,16.5,2,33,0,0,0,19,0,0
2004,James Whitley,16.5,2,33,0,1,0,20,0,0
2004,Ahmad Carroll,15.5,2,31,0,0,0,16,0,0
2004,Jabar Gaffney,15.5,2,31,0,1,0,27,0,0
2004,Justin Griffith,31,1,31,0,1,0,31,0,0
2004,Keary Colbert,15,2,30,0,0,0,19,0,0
2004,Brad Hoover,15,2,30,0,0,0,16,0,0
2004,Bill Schroeder,14.5,2,29,0,0,0,16,0,0
2004,Greg Lewis,14,2,28,0,0,0,15,0,0
2004,Jonathan Smith,28,1,28,0,1,0,28,0,0
2004,Shawn Bryson,13.5,2,27,0,0,0,14,0,0
2004,Sammy Morris,27,1,27,0,1,0,27,0,0
2004,Todd Washington,13.5,2,27,0,0,0,16,0,0
2004,Jonathan Wells,13.5,2,27,0,0,0,18,0,0
2004,Robert Holcombe,8.7,3,26,0,0,0,14,0,0
2004,Quincy Morgan,12.5,2,25,0,0,0,19,0,0
2004,Moran Norris,12.5,2,25,0,0,0,15,0,0
2004,Daimon Shelton,12.5,2,25,0,0,0,15,0,0
2004,Josh Parry,12,2,24,0,0,0,14,0,0
2004,Chris Hetherington,23,1,23,0,1,0,23,0,0
2004,Tony Hollings,23,1,23,0,1,0,23,0,0
2004,Cory Schlesinger,23,1,23,0,1,0,23,0,0
2004,Derrick Blaylock,22,1,22,0,1,0,22,0,0
2004,Terry Jackson,11,2,22,0,0,0,14,0,0
2004,Will Poole,22,1,22,0,1,0,22,0,0
2004,Tully Banta-Cain,21,1,21,0,1,0,21,0,0
2004,Erron Kinney,21,1,21,0,1,0,21,0,0
2004,Dexter Wynn,21,1,21,0,1,0,21,0,0
2004,Greg Comella,20,1,20,0,1,0,20,0,0
2004,Lamont Hall,6.7,3,20,0,0,0,8,0,0
2004,Mike Seidman,10,2,20,0,0,0,12,1,0
2004,Tony Stewart,6.7,3,20,0,0,0,10,0,0
2004,John Stone,20,1,20,0,1,0,20,0,0
2004,Aaron Shea,9.5,2,19,0,0,0,13,0,0
2004,B.J. Askew,9,2,18,0,0,0,13,0,0
2004,Bryan Johnson,18,1,18,0,0,0,18,0,0
2004,Michael Turner,18,1,18,0,0,0,18,0,0
2004,Karl Williams,18,1,18,0,0,0,18,0,0
2004,Will Smith,17,1,17,0,0,0,17,0,0
2004,Jim Finn,16,1,16,0,0,0,16,0,0
2004,DeShaun Foster,8,2,16,0,0,0,14,0,0
2004,William Henderson,8,2,16,0,0,0,10,0,0
2004,David Patten,16,1,16,0,0,0,16,0,0
2004,Troy Walters,16,1,16,0,0,0,16,0,0
2004,Kyle Brady,15,1,15,0,0,0,15,0,0
2004,Rod Davis,15,1,15,0,0,0,15,0,0
2004,DeJuan Groce,15,1,15,0,0,0,15,0,0
2004,Langston Moore,15,1,15,0,0,0,15,0,0
2004,Deltha O'Neal,15,1,15,0,0,0,15,0,0
2004,Dante Wesley,15,1,15,0,0,0,15,0,0
2004,Nate Clements,14,1,14,0,0,0,14,0,0
2004,Reggie Kelly,14,1,14,0,0,0,14,0,0
2004,Chris Kelsay,14,1,14,0,0,0,14,0,0
2004,Kendrick Starling,14,1,14,0,0,0,14,0,0
2004,Travis Kirschke,13,1,13,0,0,0,13,0,0
2004,Brandon Manumaleuna,6.5,2,13,0,0,0,13,0,0
2004,Chad Mustard,6.5,2,13,0,0,0,9,0,0
2004,Brett Pierce,13,1,13,0,0,0,13,0,0
2004,Sean Locklear,12,1,12,0,0,0,12,0,0
2004,Itula Mili,12,1,12,0,0,0,12,0,0
2004,Lorenzo Neal,12,1,12,0,0,0,12,0,0
2004,Kemp Rasmussen,12,1,12,0,0,0,12,0,0
2004,Bo Schobel,12,1,12,0,0,0,12,0,0
2004,Jerramy Stevens,12,1,12,0,0,0,12,0,0
2004,Stephen Trejo,6,2,12,0,0,0,10,0,0
2004,Willie Whitehead,12,1,12,0,0,0,12,0,0
2004,Ron Dayne,11,1,11,0,0,0,11,0,0
2004,Joey Goodspeed,9,1,9,0,0,0,9,0,0
2004,Matt Lehr,9,1,9,0,0,0,9,0,0
2004,Orlando Ruff,9,1,9,0,0,0,9,0,0
2004,Lewis Sanders,9,1,9,0,0,0,10,0,0
2004,Dewayne White,9,1,9,0,0,0,9,0,0
2004,Marc Edwards,8,1,8,0,0,0,8,0,0
2004,Marcellus Rivers,8,1,8,0,0,0,8,0,1
2004,Visanthe Shiancoe,8,1,8,0,0,0,8,0,0
2004,Darnell Dinkins,7,1,7,0,0,0,7,0,0
2004,Kyle Vanden Bosch,7,1,7,0,0,0,7,0,0
2004,Gerald Hayes,2,3,6,0,0,0,6,0,1
2004,Jarret Johnson,6,1,6,0,0,0,6,0,0
2004,Kenny Peterson,6,1,6,0,0,0,6,0,0
2004,Jerry Porter,6,1,6,0,0,0,6,0,0
2004,Jared DeVries,5,1,5,0,0,0,5,0,0
2004,Jim Molinaro,5,1,5,0,0,0,5,0,0
2004,Brian Kozlowski,4,1,4,0,0,0,4,0,0
2004,Sean Berton,3,1,3,0,0,0,3,0,0
2004,Ryan Neufeld,3,1,3,0,0,0,3,0,0
2004,Eric Moulds,2,1,2,0,0,0,2,0,0
2004,Stanley Pritchett,2,1,2,0,0,0,2,0,0
2004,Marshall Faulk,0,1,0,0,0,0,0,0,0
2004,Erik Flowers,0,1,0,0,0,0,0,0,1
2004,Spencer Johnson,0,1,0,0,0,0,0,0,1
2004,Dan Klecko,0,0,0,0,0,0,0,1,0
2004,Tupe Peko,0,0,0,0,0,0,0,1,0
2004,Gary Stills,0,1,0,0,0,0,0,0,0
2004,Rich Coady,-1,1,-1,0,0,0,-1,0,0
2004,Donte Curry,-1,1,-1,0,0,0,-1,0,0
2004,Drew Bennett,-8,1,-8,0,0,0,-8,0,1
2005,Chris Carr,24,73,1752,0,54,2,62,0,1
2005,Justin Miller,26.3,60,1577,1,49,5,95,0,2
2005,Tab Perry,24.4,64,1562,0,39,3,94,0,1
2005,Dante Hall,24,65,1560,1,40,6,96,0,4
2005,Jerome Mathis,28.6,54,1542,2,38,7,99,0,1
2005,Darren Sproles,24.2,63,1528,0,43,6,58,0,2
2005,Reggie Swinton,23.1,63,1456,0,41,4,90,0,1
2005,Tyson Thompson,24.5,57,1399,0,43,4,49,0,2
2005,Terrence McGee,30.2,46,1391,1,39,8,99,0,1
2005,Wes Welker,22.6,61,1379,0,42,4,46,0,0
2005,Josh Scobey,22.5,59,1326,0,37,2,53,0,2
2005,Koren Robinson,26,47,1221,1,31,7,86,0,1
2005,Adam Jones,26.2,43,1127,0,31,5,85,0,2
2005,Josh Cribbs,24.3,45,1094,1,28,5,90,0,4
2005,Eddie Drummond,22,49,1077,0,24,3,48,0,0
2005,B.J. Sams,22.7,44,998,0,27,2,87,1,0
2005,Derrick Wimbush,24.5,39,955,1,24,3,91,0,1
2005,Willie Ponder,25.9,35,905,1,27,3,95,0,1
2005,Roderick Hood,23.7,38,900,0,30,1,53,0,1
2005,Chris Johnson,22.6,38,857,1,19,2,99,0,2
